-0.820094|-1.332131|0.158054|-0.480443|0.206466|-1.342669|-2.120625|-2.354682|1.146334|0.317485|0.984285|-0.525436|1.572509|-1.001314|-0.738745|
-0.727864|-1.257577|0.437450|0.356841|-0.014583|-1.138589|-1.570333|-2.949014|2.015186|-0.254130|0.906841|-0.395696|1.623350|-1.804894|-0.953606|
-1.044659|-1.066477|0.216769|0.260923|0.014684|-0.729338|-2.473864|-2.837749|1.217122|-0.170434|0.458149|-0.720199|2.095822|-1.723053|-0.443356|
-0.923776|-0.895683|0.470326|-0.189678|-0.284392|-1.576012|-2.241504|-2.994377|1.145355|0.312106|1.049389|-0.359051|1.558145|-0.704484|-0.491976|
-0.682622|-1.202669|-0.282291|-0.209061|-0.663411|-0.917837|-2.370943|-2.300512|1.371227|0.557481|0.384668|-0.452023|1.389768|-1.110003|-0.227131|
-0.339627|-1.541772|-0.084328|0.228870|-0.556029|-1.534565|-2.219006|-2.498745|1.668983|0.510938|0.332809|-0.099702|1.302947|-1.309160|-0.307477|
-1.058643|-1.106548|0.306707|-0.004956|-0.523665|-1.287394|-1.876823|-2.267526|1.229606|-0.420153|0.675092|-0.601525|1.175865|-0.841384|-0.317701|
-0.825025|-1.157290|-0.061460|-0.179284|0.009110|-1.377785|-2.480886|-3.231527|1.542675|-0.199539|0.807437|-0.526013|1.243951|-1.672922|-0.831986|
-1.138566|-1.572743|-0.160761|-0.364510|-0.084142|-0.673706|-1.540909|-2.869593|1.777483|-0.293161|0.757217|-0.670844|1.198948|-0.931330|-0.754055|
-0.686653|-1.684998|-0.116251|-0.734333|-0.669080|-1.282789|-1.859204|-2.526732|1.703742|-0.353974|0.915061|0.011367|1.632513|-1.549994|-0.642286|
-0.459355|-1.286743|0.490874|-0.617714|-0.469650|-0.537955|-1.479441|-2.319195|1.773382|-0.376862|0.667030|-0.286711|1.519521|-0.689597|-0.350947|
-0.377100|-1.148356|0.118762|-0.763973|-0.631236|-0.560177|-1.741879|-2.271172|1.761675|0.376368|1.123990|-0.706957|1.256895|-1.305375|-0.157496|
-0.939520|-1.393915|0.429401|0.124344|-0.041907|-0.901687|-2.129523|-3.054823|1.283451|-0.325685|0.578587|-0.798754|2.040726|-1.327565|-0.457353|
-1.259204|-0.996112|0.239793|-0.107636|-0.572048|-1.179446|-1.666599|-3.121655|1.811651|-0.367829|0.670356|-0.063574|1.938056|-0.864121|-0.634788|
